Uniprot Entry	Rep1	Rep2
>sp|Q6PJG6|BRAT1_HUMAN BRCA1-associated ATM activator 1 OS=Homo sapiens GN=BRAT1 PE=1 SV=2	35.11	11.89
>sp|Q9H583|HEAT1_HUMAN HEAT repeat-containing protein 1 OS=Homo sapiens GN=HEATR1 PE=1 SV=3	94.19	84.12
>sp|Q9H9E3|COG4_HUMAN Conserved oligomeric Golgi complex subunit 4 OS=Homo sapiens GN=COG4 PE=1 SV=3	20.56	34.92
>sp|Q96TC7|RMD3_HUMAN Regulator of microtubule dynamics protein 3 OS=Homo sapiens GN=FAM82A2 PE=1 SV=2	34.59	18.63
>sp|P27448-3|MARK3_HUMAN Isoform 3 of MAP/microtubule affinity-regulating kinase 3 OS=Homo sapiens GN=MARK3	7.93	39.82
>sp|Q9BZJ0-2|CRNL1_HUMAN Isoform 2 of Crooked neck-like protein 1 OS=Homo sapiens GN=CRNKL1	19.30	11.77
>sp|O15320-3|CTGE5_HUMAN Isoform 5A of Cutaneous T-cell lymphoma-associated antigen 5 OS=Homo sapiens GN=CTAGE5	17.10	39.06
>sp|Q9BZI7|REN3B_HUMAN Regulator of nonsense transcripts 3B OS=Homo sapiens GN=UPF3B PE=1 SV=1	6.81	10.74
>sp|Q8IWZ3-4|ANKH1_HUMAN Isoform 4 of Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens GN=ANKHD1	29.37	37.39
>sp|Q96JB2|COG3_HUMAN Conserved oligomeric Golgi complex subunit 3 OS=Homo sapiens GN=COG3 PE=1 SV=3	30.79	23.07
>sp|Q8IWZ3|ANKH1_HUMAN Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens GN=ANKHD1 PE=1 SV=1	29.20	37.43
>sp|Q68E01-2|INT3_HUMAN Isoform 2 of Integrator complex subunit 3 OS=Homo sapiens GN=INTS3	33.15	39.56
>sp|Q8N6R0|MET13_HUMAN Methyltransferase-like protein 13 OS=Homo sapiens GN=METTL13 PE=1 SV=1	29.37	49.11
>sp|Q86TU7|SETD3_HUMAN Histone-lysine N-methyltransferase setd3 OS=Homo sapiens GN=SETD3 PE=1 SV=1	32.66	16.31
>sp|Q9NW68|BSDC1_HUMAN BSD domain-containing protein 1 OS=Homo sapiens GN=BSDC1 PE=2 SV=1	8.92	2.81
>sp|P25440|BRD2_HUMAN Bromodomain-containing protein 2 OS=Homo sapiens GN=BRD2 PE=1 SV=2	11.03	19.47
>sp|Q14966|ZN638_HUMAN Zinc finger protein 638 OS=Homo sapiens GN=ZNF638 PE=1 SV=2	8.27	9.40
>sp|Q9UPT8|ZC3H4_HUMAN Zinc finger CCCH domain-containing protein 4 OS=Homo sapiens GN=ZC3H4 PE=1 SV=3	20.42	16.78
>sp|Q8IWZ3-6|ANKH1_HUMAN Isoform 6 of Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens GN=ANKHD1	28.05	35.96
>sp|Q8WUA2|PPIL4_HUMAN Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens GN=PPIL4 PE=1 SV=1	6.10	36.93
>sp|Q16720-8|AT2B3_HUMAN Isoform ZG of Plasma membrane calcium-transporting ATPase 3 OS=Homo sapiens GN=ATP2B3	28.08	41.59
>sp|Q5F1R6|DJC21_HUMAN DnaJ homolog subfamily C member 21 OS=Homo sapiens GN=DNAJC21 PE=1 SV=2	5.16	7.05
>sp|Q92609|TBCD5_HUMAN TBC1 domain family member 5 OS=Homo sapiens GN=TBC1D5 PE=1 SV=1	29.93	48.74
>sp|Q13769|THOC5_HUMAN THO complex subunit 5 homolog OS=Homo sapiens GN=THOC5 PE=1 SV=2	11.73	29.05
>sp|Q8IWA0|WDR75_HUMAN WD repeat-containing protein 75 OS=Homo sapiens GN=WDR75 PE=1 SV=1	95.51	66.54
>sp|Q9BSJ2|GCP2_HUMAN Gamma-tubulin complex component 2 OS=Homo sapiens GN=TUBGCP2 PE=1 SV=2	67.55	41.92
>sp|Q93034|CUL5_HUMAN Cullin-5 OS=Homo sapiens GN=CUL5 PE=1 SV=4	36.28	57.56
>sp|O75165|DJC13_HUMAN DnaJ homolog subfamily C member 13 OS=Homo sapiens GN=DNAJC13 PE=1 SV=5	24.01	38.92
>sp|Q01968|OCRL_HUMAN Inositol polyphosphate 5-phosphatase OCRL-1 OS=Homo sapiens GN=OCRL PE=1 SV=3	7.18	29.24
>sp|O60306|AQR_HUMAN Intron-binding protein aquarius OS=Homo sapiens GN=AQR PE=1 SV=4	16.33	15.73
>sp|Q13042-2|CDC16_HUMAN Isoform 2 of Cell division cycle protein 16 homolog OS=Homo sapiens GN=CDC16	26.28	54.24
>sp|Q9NPJ6|MED4_HUMAN Mediator of RNA polymerase II transcription subunit 4 OS=Homo sapiens GN=MED4 PE=1 SV=1	21.44	9.77
>sp|Q14669-2|TRIPC_HUMAN Isoform 2 of E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens GN=TRIP12	12.76	12.27
>sp|Q8WYP5|ELYS_HUMAN Protein ELYS OS=Homo sapiens GN=AHCTF1 PE=1 SV=3	26.64	23.03
>sp|P54646|AAPK2_HUMAN 5'-AMP-activated protein kinase catalytic subunit alpha-2 OS=Homo sapiens GN=PRKAA2 PE=1 SV=2	7.59	8.45
>sp|Q96NC0|ZMAT2_HUMAN Zinc finger matrin-type protein 2 OS=Homo sapiens GN=ZMAT2 PE=1 SV=1	2.15	20.25
>sp|Q14669-3|TRIPC_HUMAN Isoform 3 of E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens GN=TRIP12	12.65	11.70
>sp|Q9NRY4|RHG35_HUMAN Rho GTPase-activating protein 35 OS=Homo sapiens GN=ARHGAP35 PE=1 SV=3	12.06	11.50
>sp|Q96T37-2|RBM15_HUMAN Isoform 2 of Putative RNA-binding protein 15 OS=Homo sapiens GN=RBM15	14.53	16.08
>sp|Q70E73|RAPH1_HUMAN Ras-associated and pleckstrin homology domains-containing protein 1 OS=Homo sapiens GN=RAPH1 PE=1 SV=3	16.65	12.30
>sp|O95602|RPA1_HUMAN DNA-directed RNA polymerase I subunit RPA1 OS=Homo sapiens GN=POLR1A PE=1 SV=2	44.26	37.28
>sp|Q15643|TRIPB_HUMAN Thyroid receptor-interacting protein 11 OS=Homo sapiens GN=TRIP11 PE=1 SV=3	10.89	11.67
>sp|O60645|EXOC3_HUMAN Exocyst complex component 3 OS=Homo sapiens GN=EXOC3 PE=1 SV=2	15.89	7.67
>sp|Q9UER7|DAXX_HUMAN Death domain-associated protein 6 OS=Homo sapiens GN=DAXX PE=1 SV=2	5.72	50.22
">sp|Q15057|ACAP2_HUMAN Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens GN=ACAP2 PE=1 SV=3"	5.18	10.83
>sp|Q96JH7|VCIP1_HUMAN Deubiquitinating protein VCIP135 OS=Homo sapiens GN=VCPIP1 PE=1 SV=2	17.34	10.05
>sp|Q86XZ4|SPAS2_HUMAN Spermatogenesis-associated serine-rich protein 2 OS=Homo sapiens GN=SPATS2 PE=1 SV=1	5.96	3.23
>sp|Q7Z478|DHX29_HUMAN ATP-dependent RNA helicase DHX29 OS=Homo sapiens GN=DHX29 PE=1 SV=2	6.88	4.56
>sp|Q14562|DHX8_HUMAN ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	21.92	19.93
>sp|Q9C0J8|WDR33_HUMAN pre-mRNA 3' end processing protein WDR33 OS=Homo sapiens GN=WDR33 PE=1 SV=2	18.73	37.58
>sp|Q9H9G7|AGO3_HUMAN Protein argonaute-3 OS=Homo sapiens GN=EIF2C3 PE=1 SV=2	33.79	26.28
>sp|Q9BTC0|DIDO1_HUMAN Death-inducer obliterator 1 OS=Homo sapiens GN=DIDO1 PE=1 SV=5	11.20	17.27
>sp|Q8N3C0|ASCC3_HUMAN Activating signal cointegrator 1 complex subunit 3 OS=Homo sapiens GN=ASCC3 PE=1 SV=3	81.21	53.59
>sp|Q8IYI6|EXOC8_HUMAN Exocyst complex component 8 OS=Homo sapiens GN=EXOC8 PE=1 SV=2	18.43	7.73
>sp|Q14746|COG2_HUMAN Conserved oligomeric Golgi complex subunit 2 OS=Homo sapiens GN=COG2 PE=1 SV=1	18.84	21.89
>sp|Q96KP1|EXOC2_HUMAN Exocyst complex component 2 OS=Homo sapiens GN=EXOC2 PE=1 SV=1	20.81	12.25
>sp|Q9P2K3|RCOR3_HUMAN REST corepressor 3 OS=Homo sapiens GN=RCOR3 PE=1 SV=2	14.07	7.69
>sp|Q9P0L2|MARK1_HUMAN Serine/threonine-protein kinase MARK1 OS=Homo sapiens GN=MARK1 PE=1 SV=2	5.19	3.68
>sp|Q96T23|RSF1_HUMAN Remodeling and spacing factor 1 OS=Homo sapiens GN=RSF1 PE=1 SV=2	1.74	6.57
>sp|Q04724|TLE1_HUMAN Transducin-like enhancer protein 1 OS=Homo sapiens GN=TLE1 PE=1 SV=2	0.14	0.62
>sp|Q96GM5|SMRD1_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 OS=Homo sapiens GN=SMARCD1 PE=1 SV=2	24.52	14.65
>sp|P29084|T2EB_HUMAN Transcription initiation factor IIE subunit beta OS=Homo sapiens GN=GTF2E2 PE=1 SV=1	22.49	3.65
>sp|Q5MIZ7-3|P4R3B_HUMAN Isoform 3 of Serine/threonine-protein phosphatase 4 regulatory subunit 3B OS=Homo sapiens GN=SMEK2	13.88	7.60
>sp|Q9UL18|AGO1_HUMAN Protein argonaute-1 OS=Homo sapiens GN=EIF2C1 PE=1 SV=3	21.83	22.91
>sp|O94880-2|PHF14_HUMAN Isoform 2 of PHD finger protein 14 OS=Homo sapiens GN=PHF14	25.40	11.50
>sp|O00471|EXOC5_HUMAN Exocyst complex component 5 OS=Homo sapiens GN=EXOC5 PE=1 SV=1	10.67	8.81
>sp|Q8TCE6-2|FA45A_HUMAN Isoform 2 of Protein FAM45A OS=Homo sapiens GN=FAM45A	22.50	26.47
>sp|Q9UHD2|TBK1_HUMAN Serine/threonine-protein kinase TBK1 OS=Homo sapiens GN=TBK1 PE=1 SV=1	82.89	32.80
>sp|O94880|PHF14_HUMAN PHD finger protein 14 OS=Homo sapiens GN=PHF14 PE=1 SV=2	21.51	9.67
>sp|Q9UPN6|SCAF8_HUMAN Protein SCAF8 OS=Homo sapiens GN=SCAF8 PE=1 SV=1	42.40	13.88
>sp|Q4V328-2|GRAP1_HUMAN Isoform 2 of GRIP1-associated protein 1 OS=Homo sapiens GN=GRIPAP1	10.46	0.97
>sp|Q15648|MED1_HUMAN Mediator of RNA polymerase II transcription subunit 1 OS=Homo sapiens GN=MED1 PE=1 SV=4	8.00	4.53
>sp|Q8WVM7|STAG1_HUMAN Cohesin subunit SA-1 OS=Homo sapiens GN=STAG1 PE=1 SV=3	7.38	19.37
>sp|Q9H269|VPS16_HUMAN Vacuolar protein sorting-associated protein 16 homolog OS=Homo sapiens GN=VPS16 PE=1 SV=2	4.98	32.09
>sp|Q13948|CASP_HUMAN Protein CASP OS=Homo sapiens GN=CUX1 PE=1 SV=2	2.94	7.69
>sp|Q13439-4|GOGA4_HUMAN Isoform 4 of Golgin subfamily A member 4 OS=Homo sapiens GN=GOLGA4	5.46	8.39
>sp|Q13439|GOGA4_HUMAN Golgin subfamily A member 4 OS=Homo sapiens GN=GOLGA4 PE=1 SV=1	5.46	8.39
>sp|Q9Y2X7-3|GIT1_HUMAN Isoform 3 of ARF GTPase-activating protein GIT1 OS=Homo sapiens GN=GIT1	42.30	39.41
>sp|Q9BZH6|WDR11_HUMAN WD repeat-containing protein 11 OS=Homo sapiens GN=WDR11 PE=1 SV=1	30.99	26.02
>sp|Q8N1G2|MTR1_HUMAN Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 OS=Homo sapiens GN=FTSJD2 PE=1 SV=1	0.13	2.01
>sp|O95155-2|UBE4B_HUMAN Isoform 2 of Ubiquitin conjugation factor E4 B OS=Homo sapiens GN=UBE4B	3.21	10.62
>sp|Q92620|PRP16_HUMAN Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 OS=Homo sapiens GN=DHX38 PE=1 SV=2	6.12	3.35
>sp|Q96EV2|RBM33_HUMAN RNA-binding protein 33 OS=Homo sapiens GN=RBM33 PE=1 SV=3	6.73	10.63
>sp|Q6PD62|CTR9_HUMAN RNA polymerase-associated protein CTR9 homolog OS=Homo sapiens GN=CTR9 PE=1 SV=1	13.98	17.20
>sp|Q96BP3|PPWD1_HUMAN Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Homo sapiens GN=PPWD1 PE=1 SV=1	14.65	31.17
>sp|Q9H9A5|CNOTA_HUMAN CCR4-NOT transcription complex subunit 10 OS=Homo sapiens GN=CNOT10 PE=1 SV=1	25.39	23.35
>sp|Q13367|AP3B2_HUMAN AP-3 complex subunit beta-2 OS=Homo sapiens GN=AP3B2 PE=1 SV=2	10.66	20.78
>sp|Q66K14-2|TBC9B_HUMAN Isoform 2 of TBC1 domain family member 9B OS=Homo sapiens GN=TBC1D9B	9.95	61.22
>sp|Q96N67-4|DOCK7_HUMAN Isoform 4 of Dedicator of cytokinesis protein 7 OS=Homo sapiens GN=DOCK7	23.24	33.94
">sp|P11277-3|SPTB1_HUMAN Isoform 3 of Spectrin beta chain, erythrocytic OS=Homo sapiens GN=SPTB"	9.90	11.38
>sp|Q9NVM9|ASUN_HUMAN Protein asunder homolog OS=Homo sapiens GN=Asun PE=1 SV=2	15.61	20.27
>sp|Q5SRE5|NU188_HUMAN Nucleoporin NUP188 homolog OS=Homo sapiens GN=NUP188 PE=1 SV=1	23.38	31.29
>sp|Q96AX1|VP33A_HUMAN Vacuolar protein sorting-associated protein 33A OS=Homo sapiens GN=VPS33A PE=1 SV=1	18.71	9.38
>sp|Q5UIP0|RIF1_HUMAN Telomere-associated protein RIF1 OS=Homo sapiens GN=RIF1 PE=1 SV=2	6.61	6.62
>sp|Q5VSL9|FA40A_HUMAN Protein FAM40A OS=Homo sapiens GN=FAM40A PE=1 SV=1	8.52	8.97
>sp|Q9ULU4-13|PKCB1_HUMAN Isoform 13 of Protein kinase C-binding protein 1 OS=Homo sapiens GN=ZMYND8	4.50	6.36
>sp|Q5VV42|CDKAL_HUMAN Threonylcarbamoyladenosine tRNA methylthiotransferase OS=Homo sapiens GN=CDKAL1 PE=1 SV=1	16.55	15.42
>sp|Q9BZL6|KPCD2_HUMAN Serine/threonine-protein kinase D2 OS=Homo sapiens GN=PRKD2 PE=1 SV=2	7.06	6.94
>sp|P39880-3|CUX1_HUMAN Isoform 3 of Homeobox protein cut-like 1 OS=Homo sapiens GN=CUX1	2.84	4.73
>sp|Q14202|ZMYM3_HUMAN Zinc finger MYM-type protein 3 OS=Homo sapiens GN=ZMYM3 PE=1 SV=2	0.57	2.70
>sp|Q9ULU4-12|PKCB1_HUMAN Isoform 12 of Protein kinase C-binding protein 1 OS=Homo sapiens GN=ZMYND8	4.26	6.60
>sp|Q2M389|WASH7_HUMAN WASH complex subunit 7 OS=Homo sapiens GN=KIAA1033 PE=1 SV=2	22.03	10.18
>sp|Q9ULU4-7|PKCB1_HUMAN Isoform 7 of Protein kinase C-binding protein 1 OS=Homo sapiens GN=ZMYND8	4.30	6.07
>sp|Q9H270|VPS11_HUMAN Vacuolar protein sorting-associated protein 11 homolog OS=Homo sapiens GN=VPS11 PE=1 SV=1	19.92	12.92
>sp|Q6ZNB6|NFXL1_HUMAN NF-X1-type zinc finger protein NFXL1 OS=Homo sapiens GN=NFXL1 PE=1 SV=2	16.95	13.28
>sp|Q9BXB4|OSB11_HUMAN Oxysterol-binding protein-related protein 11 OS=Homo sapiens GN=OSBPL11 PE=1 SV=2	6.51	16.38
>sp|O15066|KIF3B_HUMAN Kinesin-like protein KIF3B OS=Homo sapiens GN=KIF3B PE=1 SV=1	2.48	4.00
>sp|Q12789-3|TF3C1_HUMAN Isoform 2 of General transcription factor 3C polypeptide 1 OS=Homo sapiens GN=GTF3C1	6.84	11.57
>sp|Q9HAU5|RENT2_HUMAN Regulator of nonsense transcripts 2 OS=Homo sapiens GN=UPF2 PE=1 SV=1	12.29	6.95
>sp|Q9C0I1|MTMRC_HUMAN Myotubularin-related protein 12 OS=Homo sapiens GN=MTMR12 PE=1 SV=2	0.85	3.80
>sp|Q86UV5|UBP48_HUMAN Ubiquitin carboxyl-terminal hydrolase 48 OS=Homo sapiens GN=USP48 PE=1 SV=1	2.61	27.82
>sp|Q9NR09|BIRC6_HUMAN Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens GN=BIRC6 PE=1 SV=2	12.16	7.86
>sp|Q7Z6E9|RBBP6_HUMAN E3 ubiquitin-protein ligase RBBP6 OS=Homo sapiens GN=RBBP6 PE=1 SV=1	3.43	9.14
>sp|Q09472|EP300_HUMAN Histone acetyltransferase p300 OS=Homo sapiens GN=EP300 PE=1 SV=2	0.37	0.18
>sp|O75691|UTP20_HUMAN Small subunit processome component 20 homolog OS=Homo sapiens GN=UTP20 PE=1 SV=3	34.89	26.92
>sp|Q92793|CBP_HUMAN CREB-binding protein OS=Homo sapiens GN=CREBBP PE=1 SV=3	2.02	0.71
>sp|Q6KC79|NIPBL_HUMAN Nipped-B-like protein OS=Homo sapiens GN=NIPBL PE=1 SV=2	1.77	1.18
>sp|Q14149|MORC3_HUMAN MORC family CW-type zinc finger protein 3 OS=Homo sapiens GN=MORC3 PE=1 SV=3	0.26	5.40
>sp|Q92576-2|PHF3_HUMAN Isoform 2 of PHD finger protein 3 OS=Homo sapiens GN=PHF3	2.69	1.78
>sp|Q99996-5|AKAP9_HUMAN Isoform 5 of A-kinase anchor protein 9 OS=Homo sapiens GN=AKAP9	2.29	3.81
>sp|P09382|LEG1_HUMAN Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2	66028.65	54338.60
>sp|P27482|CALL3_HUMAN Calmodulin-like protein 3 OS=Homo sapiens GN=CALML3 PE=1 SV=2	4376.88	1837.57
>sp|O43175|SERA_HUMAN D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4	5554.52	3434.25
>sp|P30043|BLVRB_HUMAN Flavin reductase (NADPH) OS=Homo sapiens GN=BLVRB PE=1 SV=3	1665.56	1455.60
>sp|Q14019|COTL1_HUMAN Coactosin-like protein OS=Homo sapiens GN=COTL1 PE=1 SV=3	2532.89	2324.16
>sp|O60888-3|CUTA_HUMAN Isoform C of Protein CutA OS=Homo sapiens GN=CUTA	1771.28	1279.96
">sp|P00505|AATM_HUMAN Aspartate aminotransferase, mitochondrial OS=Homo sapiens GN=GOT2 PE=1 SV=3"	3624.50	4178.28
>sp|Q15417|CNN3_HUMAN Calponin-3 OS=Homo sapiens GN=CNN3 PE=1 SV=1	297.16	371.76
>sp|Q15019|SEPT2_HUMAN Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1	1736.72	1820.59
">sp|P00367|DHE3_HUMAN Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2"	5555.89	6670.17
>sp|P52943|CRIP2_HUMAN Cysteine-rich protein 2 OS=Homo sapiens GN=CRIP2 PE=1 SV=1	446.37	249.84
>sp|Q15758|AAAT_HUMAN Neutral amino acid transporter B(0) OS=Homo sapiens GN=SLC1A5 PE=1 SV=2	983.39	1134.01
>sp|Q09666|AHNK_HUMAN Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	1956.69	1705.38
>sp|Q9P258|RCC2_HUMAN Protein RCC2 OS=Homo sapiens GN=RCC2 PE=1 SV=2	721.29	667.45
>sp|P62891|RL39_HUMAN 60S ribosomal protein L39 OS=Homo sapiens GN=RPL39 PE=2 SV=2	455.73	1347.44
">sp|P04439|1A03_HUMAN HLA class I histocompatibility antigen, A-3 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=2"	71.56	187.12
>sp|Q7Z4W1|DCXR_HUMAN L-xylulose reductase OS=Homo sapiens GN=DCXR PE=1 SV=2	470.45	393.99
>sp|P50897|PPT1_HUMAN Palmitoyl-protein thioesterase 1 OS=Homo sapiens GN=PPT1 PE=1 SV=1	343.83	531.88
">sp|O95777|NAA38_HUMAN N-alpha-acetyltransferase 38, NatC auxiliary subunit OS=Homo sapiens GN=NAA38 PE=1 SV=3"	781.25	193.91
">sp|P30443|1A01_HUMAN HLA class I histocompatibility antigen, A-1 alpha chain OS=Homo sapiens GN=HLA-A PE=1 SV=1"	68.81	172.38
">sp|P49448|DHE4_HUMAN Glutamate dehydrogenase 2, mitochondrial OS=Homo sapiens GN=GLUD2 PE=1 SV=2"	3481.47	3434.14
>sp|P07996|TSP1_HUMAN Thrombospondin-1 OS=Homo sapiens GN=THBS1 PE=1 SV=2	12.54	9.15
>sp|P30740|ILEU_HUMAN Leukocyte elastase inhibitor OS=Homo sapiens GN=SERPINB1 PE=1 SV=1	584.39	502.61
>sp|Q8IVH8-3|M4K3_HUMAN Isoform 3 of Mitogen-activated protein kinase kinase kinase kinase 3 OS=Homo sapiens GN=MAP4K3	376.75	649.74
">sp|O94925|GLSK_HUMAN Glutaminase kidney isoform, mitochondrial OS=Homo sapiens GN=GLS PE=1 SV=1"	434.45	608.51
>sp|P35221|CTNA1_HUMAN Catenin alpha-1 OS=Homo sapiens GN=CTNNA1 PE=1 SV=1	618.73	612.99
">sp|O95571|ETHE1_HUMAN Protein ETHE1, mitochondrial OS=Homo sapiens GN=ETHE1 PE=1 SV=2"	2196.91	1328.60
>sp|Q8WUH6|CL023_HUMAN UPF0444 transmembrane protein C12orf23 OS=Homo sapiens GN=C12orf23 PE=1 SV=1	396.61	374.91
>sp|Q9Y2S6|TMA7_HUMAN Translation machinery-associated protein 7 OS=Homo sapiens GN=TMA7 PE=1 SV=1	857.05	448.57
>sp|O43598|RCL_HUMAN Deoxyribonucleoside 5'-monophosphate N-glycosidase OS=Homo sapiens GN=RCL PE=1 SV=1	2063.93	1697.77
">sp|P56381|ATP5E_HUMAN ATP synthase subunit epsilon, mitochondrial OS=Homo sapiens GN=ATP5E PE=1 SV=2"	934.47	388.04
>sp|P54105|ICLN_HUMAN Methylosome subunit pICln OS=Homo sapiens GN=CLNS1A PE=1 SV=1	553.22	590.49
>sp|P02794|FRIH_HUMAN Ferritin heavy chain OS=Homo sapiens GN=FTH1 PE=1 SV=2	144.20	268.21
>sp|Q15363|TMED2_HUMAN Transmembrane emp24 domain-containing protein 2 OS=Homo sapiens GN=TMED2 PE=1 SV=1	615.92	714.03
>sp|Q92530|PSMF1_HUMAN Proteasome inhibitor PI31 subunit OS=Homo sapiens GN=PSMF1 PE=1 SV=2	204.37	252.49
>sp|P60602|ROMO1_HUMAN Reactive oxygen species modulator 1 OS=Homo sapiens GN=ROMO1 PE=1 SV=1	341.61	506.13
>sp|Q9BTV4|TMM43_HUMAN Transmembrane protein 43 OS=Homo sapiens GN=TMEM43 PE=1 SV=1	908.79	781.12
">sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2"	1504.84	1521.83
>sp|Q9NPJ3|ACO13_HUMAN Acyl-coenzyme A thioesterase 13 OS=Homo sapiens GN=ACOT13 PE=1 SV=1	438.40	525.87
>sp|P62072|TIM10_HUMAN Mitochondrial import inner membrane translocase subunit Tim10 OS=Homo sapiens GN=TIMM10 PE=1 SV=1	467.32	364.97
>sp|Q9HCN8|SDF2L_HUMAN Stromal cell-derived factor 2-like protein 1 OS=Homo sapiens GN=SDF2L1 PE=1 SV=2	275.66	324.87
>sp|Q8WXF1|PSPC1_HUMAN Paraspeckle component 1 OS=Homo sapiens GN=PSPC1 PE=1 SV=1	171.74	121.47
>sp|Q96A49|SYAP1_HUMAN Synapse-associated protein 1 OS=Homo sapiens GN=SYAP1 PE=1 SV=1	112.56	147.24
">sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADM PE=1 SV=1"	609.92	728.15
>sp|Q99417|MYCBP_HUMAN C-Myc-binding protein OS=Homo sapiens GN=MYCBP PE=1 SV=3	212.87	242.22
>sp|P35240-6|MERL_HUMAN Isoform 6 of Merlin OS=Homo sapiens GN=NF2	467.92	470.27
>sp|Q16626|MEA1_HUMAN Male-enhanced antigen 1 OS=Homo sapiens GN=MEA1 PE=1 SV=2	5.39	90.91
>sp|Q9NS86|LANC2_HUMAN LanC-like protein 2 OS=Homo sapiens GN=LANCL2 PE=1 SV=1	44.27	71.67
>sp|O14949|QCR8_HUMAN Cytochrome b-c1 complex subunit 8 OS=Homo sapiens GN=UQCRQ PE=1 SV=4	995.50	1189.42
>sp|P09471-2|GNAO_HUMAN Isoform Alpha-2 of Guanine nucleotide-binding protein G(o) subunit alpha OS=Homo sapiens GN=GNAO1	337.63	293.02
>sp|Q9NVS9|PNPO_HUMAN Pyridoxine-5'-phosphate oxidase OS=Homo sapiens GN=PNPO PE=1 SV=1	618.11	686.84
>sp|Q32MZ4-3|LRRF1_HUMAN Isoform 3 of Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens GN=LRRFIP1	346.26	541.98
>sp|P35240|MERL_HUMAN Merlin OS=Homo sapiens GN=NF2 PE=1 SV=1	407.45	409.50
">sp|Q02809|PLOD1_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens GN=PLOD1 PE=1 SV=2"	152.03	68.91
>sp|Q04323|UBXN1_HUMAN UBX domain-containing protein 1 OS=Homo sapiens GN=UBXN1 PE=1 SV=2	1051.60	169.11
>sp|P31350|RIR2_HUMAN Ribonucleoside-diphosphate reductase subunit M2 OS=Homo sapiens GN=RRM2 PE=1 SV=1	80.64	38.84
>sp|P53680|AP2S1_HUMAN AP-2 complex subunit sigma OS=Homo sapiens GN=AP2S1 PE=1 SV=2	87.55	228.62
>sp|Q8N5K1|CISD2_HUMAN CDGSH iron-sulfur domain-containing protein 2 OS=Homo sapiens GN=CISD2 PE=1 SV=1	361.87	293.10
>sp|Q96NY7-2|CLIC6_HUMAN Isoform A of Chloride intracellular channel protein 6 OS=Homo sapiens GN=CLIC6	206.66	1.26
>sp|Q9BVG4|CX026_HUMAN UPF0368 protein Cxorf26 OS=Homo sapiens GN=CXorf26 PE=1 SV=1	200.80	271.19
>sp|O43795-2|MYO1B_HUMAN Isoform 2 of Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B	424.87	566.59
">sp|P05976|MYL1_HUMAN Myosin light chain 1/3, skeletal muscle isoform OS=Homo sapiens GN=MYL1 PE=1 SV=3"	269.40	96.41
>sp|Q9UKA9|PTBP2_HUMAN Polypyrimidine tract-binding protein 2 OS=Homo sapiens GN=PTBP2 PE=1 SV=1	245.51	13.11
>sp|Q9UKA9-4|PTBP2_HUMAN Isoform 4 of Polypyrimidine tract-binding protein 2 OS=Homo sapiens GN=PTBP2	245.51	13.11
>sp|Q9BSD7|NTPCR_HUMAN Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1	735.81	634.56
>sp|O15173|PGRC2_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens GN=PGRMC2 PE=1 SV=1	286.71	364.42
>sp|O43795|MYO1B_HUMAN Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=2 SV=3	398.97	527.22
>sp|Q9BUP3-3|HTAI2_HUMAN Isoform 3 of Oxidoreductase HTATIP2 OS=Homo sapiens GN=HTATIP2	103.41	292.79
>sp|Q9NWV4|CA123_HUMAN UPF0587 protein C1orf123 OS=Homo sapiens GN=C1orf123 PE=1 SV=1	206.13	85.58
